,comment_text,severe_toxic
148270,"""
Yes, the graph is misleading, but many textbooks and research papers have similar Arrhenius plots which do not show the true y-axis. The reason is that k varies very rapidly with T so that it is usually only convenient to study a small range of T, here 590-660 K. The true y-axis at x = 1/T = 0 corresponds to infinite T and is very far from the experimental range, or """"way off the graph"""". If we insist on a graph which goes to x = 0, the measured points will cover only a small part of the graph which would make it hard to understand. (It would also have led to inaccurate determination of Ea in the days when slopes were determined manually with graph paper, although this is no longer true since slopes are now determined by linear regression with a spreadsheet such as Excel.)
So instead of replacing the graph, I will explain in the article that the left side of the graph is not in fact the y-intercept, and that ln A corresponds to the true y-intercept which must be calculated. Putting a // on the x-axis is also a good idea which I have seen in some textbooks, if someone has the software to re-draw the graph that way.   """,0
39543,"Oi Dickhead 
Get the fuck off my talk page, or else I'm gonna come down and fuck u so hard that you'll never come on my talk page again. OK? Go fuck off you dick-sagging wanking rapist. 124.122.68.57",1
16022,"bitch, asshole, motherfucker, go fuck ur mothers cunt, trade ur wife sister",1
59047,"""::::::I think it did, but it does not necessarily mean that everything what was approved is automatically the """"Stalinist architectural style"""".
To make such a statement in the article we need a source published by an expert in the field which classifies the building in this way. 

""",0
137633,"Thanks for the reference
Thank you for directing me to some of these tutorials, they have been of great help to me!",0
7887,"""
Then again, it could be her, since she said we'd find out about the new Masood """"very soon"""" and she was announced this morning. –projectors– """,0
39611,"Shut up asshole 

Shut up you asshole I fucking hate you, Kids CBC IS stupid so why keep reverting my edits?",1
648baa6ecaa71b2f,"September 2014 (UTC) 
 ...and again, this article should stick to methods that work, not dead-ends that couldn't work.   15:55, 22",0
154089,"Some guy's blog is not a WP:RS.  Find a reliable source, then we can discuss if it merits inclusion.",0
17437,Mark asten is a pussy pussy pussy pussy pussy pussy pussy loser loser loser fucker fucker fucker hooker hooker hooker son of a bitch son of a bitch son of a bitchWelcome,1
4840,"YO B1TCH! 

you absolute fuk1ng little b1tch you wanna step up face to face toe to toe you fuk1ng absolute tiny little fuk1ng hopeless b1tch?124.180.159.192",1
116354,"""

 F­uc­k you, a­ss­hole 

  F­uc­k you, a­ss­hole Motherf­­ucker!   """,1
96c372e3efac7217,leave the tunney page alone,0
153077,"Urgent help Gina philips fansite link 

Hi there,

ive been trying to add a link to my fansite its the only one of gina philips on the internet and is listed no 5 in the google search engine so its very popular.

everytime i try to add a link it gets deleted im new to wiki and would appreciate very much if you could add a link.

www.geocities.com/theginaphilipswebsite

many thanks my friend
martin",0
65835,"]], which is where users are free to write about themselves. You are at liberty to move it back into the (Main) namespace but bear in mind that if you do so, it is likely to be nominated for deletion. 

Note, however, that the purpose of a user page is to enable active editors of Wikipedia to introduce themselves to other editors. Wikipedia is not a general hosting service, so your user page is not a personal homepage. Content unrelated to Wikipedia or its editing is likely to be removed.

Please see the user page guidelines, especially this section for more information.",0
104172,Oh you aRE ALL I GIVE YOU PERMISSION YOU DICK.......................... THEY TELLYOU,1
120024,"""

  

Your request to be unblocked has been granted for the following reason(s):
Fuck you faggots!  It was a trick!  I only use Wikipedia to rape, plunder, steal, and wreak havoc!  You will never stop me!  I have over 100 computer IP addresses to use!

Request handled by:   """,1
18951,"""

 Piano Sonata No. 10 (Mozart) 

Hello, you've recently added the following to this article:  """"In the recapitulation the main theme starts in C major, modulates to G major and then modulates back to the subdominant key of C major"""".  Isn't the piece in C major?  The subdominant would be F.  Am I confused?  Also note there is some discussion at Talk:Piano_Sonata_No._16_(Mozart) about how subdominant recaps were not that uncommon amongst lesser known composers of the day... it was something Haydn never did and Mozart did very rarely.  Cheers.  """,0
44107,"This isn't vandalism, especially on a talk page you can say what you want as long as it isn't absurd, I was pointing out something that is rather relevant and done in a tasteful way, so piss off.",0
6533,ORLY? Fuck You Again n00b,1
145405,"Incorrect. The article is about collective punishment, and it is inappropriate to make the accusation without covering both sides of the issue when the question of whether or not it IS collective punishment is so highly contested.",0
102042,"""

 This article should be named """"Mega Drive"""" 

The name """"Genesis"""" was only used in North America and isn't the common name for the system. 80.192.85.232  """,0
105281,"""

No worries, Jeff.   Perhaps you would like to weigh in on the current debate over at the opera talk page regarding whether rock opera is a legitimate """"genre"""" of opera.  Some people who oppose the idea are working very hard to confuse the issues.  Regards,  """,0
101822,"http://www.fireflysun.com/book/Wikipedia_user_page.php

FURTHER LIES FROM YOUR CROOK ASS BITCHES WILL RESULT IN ME LOBBYING STATE REPS, SENATORS, CONGRESSMEN, AND OTHERS TO SHUT YOU BASTARDS DOWN! I WILL GO ALL THE WAY TO THE SUPREME COURT. KISS MY ASS",1
109232,I am a total tool who reverts shit for fun ),0
132039,"KOSOVA 

IM BACK, where are you amigo?  Let's change the world.",0
10363,".

fuck you. learn how to type a url correctly you jerkoff",1
92746,"""How dare you filthy stinking whores disrupt my constructive editing of the Nazi Hellhole euphemistically called """"Johnson County.""""  Here I am working my ass off to provide decent, balanced and accurate information on this piss-hole joint and you mamby-pamby suck titties are constantly reverting what I say based upon the vague sobriquet """"vandalism""""  Well, suck titties, I have known some vandals in my day (none of them every coming from fascist Johnson County) and they are twice the men you Bible thumping wee wees will ever be.  I proudly wear the title """"vandal"""".  Now about Johnson County.  It SUCKS BALLS.  It's a haven for Nazi war criminals.  Its inhabitants are Nazi ferries (how's that for a mental image?).  Johnson County scored a perfect 10 on the National """"It blows"""" list for 2010, beating out Kabul Afghanistan as places God is most likely to insert the enema tube if he ever gives the Earth and enema.  
Hopefully you piss-ass reverters will let the truth stand.  BTW Jonhson County is a real shithole in case you were wondering.  

  
""",1
92510,"This guy is a fucking loser

Hey nerd, get a fucking life and stop editing shit out and warning me, who gave you the right?  Just because you have hours to waste online means you can boss ME around?  This website is useless as a resource because it can be edited, why be so damn anal.",1
127171,I bet the only thing you like better than sucking cock is editing on fagopedia,1
6d7b57d7d5c01604,"It's true (i think) as of end 2005 - http://www.beveragedaily.com/news/ng.asp?n=64001-starbucks-coffee-russia 
 There are now more Starbucks coffeehouses in London than on coffee-guzzling Manhattan Island, and the firm has partly managed to beat down competition in the UK from Costa Coffee and Café Nero through shear numbers 

 Can someone help me with this??",0
123627,"Fuck You Asshole 

Fuck You, you cum-guzzling, cock-eating, shit-fucking asshole cuntrag scumbag. Don't ever threaten to block me after the countless contributions I've made for this site, you little shit. I'll have you fired, you useless son of a bitch.",1
116503,"All I can say is this: 'Dr' K. cannot be trusted. Why? Letme just say this: Best advice I was ever given was given to me by myself: do not trust Trojan Horses or people who try to give one to you.

Greece has demonstrated remarkable 'Trojan-ness' with this veering off to the Chinese and the Russians. This fact is undeniable. Perhaps you yourself are Greek, and resent my exposure of your betrayal of Europa Union.",0
102121,"""

 A barnstar for you! 

  The Barnstar of Diplomacy You are the McDaddy of peaceful resolution, and I envy you your patience and persistence.    """,0
102528,"translation 
The misuse of definite and lack of indefinite articles shows that this is a translation. Please provide a link to the original so somebody can correct the translation.
108.18.136.147",0
96120,"FUCK YOU, YOU RACIST ASSHOLE",1
57173,Fuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off,1
