,comment_text,identity_hate
fe9315bad284186b,"""b style=""""font-size:40px"""">CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER 
 CALVIN IS A FUCKING NIGGER""",1
12241,"RE:Knowledge Generation Bureau 

Why the fuck are you gay? what kinda faggot deletes information, regardless of how useful it is? I think people like you should be analy raped by satan's thorny cock for all eternity for trying to keep the masses ignorant, you elitest piece of shit. Trying to keep people from knowing stuff? I hope jimmy wales has you thrown in the bottom of river where you can drown while being attacked by pirrahnas.",1
112791,"Vandalism

Eww ur gay lol.",1
11053,"""

Too funny

corey suggests a famous people section from moline or historical signicance section, but that is just too funny.  These guys will probably tell you about some confederate hero or plantation owner or other backwood gomer.  """"What do you call a person from Moline who has all their teeth?  An obvious no-good no-account yankee LIAR who just rode in.""""  Hmmm... not a very funny joke, but then again, racism isn't funny either, and this page is completely racist.  Backward, ignorant, hillbilly, hee-haw, and racist.""",1
3064,"""
No. This was discussed above, and the reversion has remained stable. Also, there is attribution of the quotes: please note the numbers following the word. If you click on them, they lead you to the sources.  """,0
90884,"""

Hogging articles is not against the rules per se(or is it?), as is not(or is it?) also reverting any single thing for power over that info.  You have found a loophole and you've gone to exploit that weak jugular.  I will never concede to your pressure.  Anybody who is not Jewish and knows about Puritans I will converse with on this article, because I want it to be fair and balanced.  Apparently, the fact that this includes the topic of """"Jew"""" offends every Jewish person here unless a Gentile or Goy gets your express permission prior to editing.  There is nothing else to this conversation.  Stalking is against the rules.   18:30, 16 Jun 2005 (UTC)""",0
4b9e9718fdcc39f3,cain is gay with the gay dancer mop head,1
3a85e6c1909f65c4,"== Death to Arabs! Free Judah and Shomron from illegal Araḃ occupation! == 

 Death to Arabs! Free Judah and Shomron from illegal Araḃ occupation!",1
92422,"Please do not remove perfectly good content from articles as you did on Lying (song), Pornstar (Amy Meredith song) and Amy Meredith. I reverted your edits - I can see that you are trying to remove references that prove the singles release dates, but the content you moved was important to the article and had no problems. Please don't undo or remove anything on that article again. Thanks!",0
17d6b49529d6527c,"Kako su javili na CNN-u o predstojecem big storm of 2005, ja sam se vec bila psihichki pripremila da budemo zatrpani, tako da sam ovo OK podnela! )  

 A to da se slazhemo vani dobro, jeste.. samo ja i dalje ponekad imam problema, tj ne slazhem se bash super sa mladima iz Srbije, jer i dalje vlada isti mentalitet! Mada i oni koji su ovde se u principu lepo slazhemo jedni sa drugom, shto samo znachi da bi to mogli i kod kuce!! 

 Ludi ljudi!! 

 :)",0
146773,"Thanks, and I see you point, but unfortunately there may be a couple of obstacles for that to be successful. Sent you an email.",0
da9ff914412c31bc,"== Censorship.  == 

 intact is the correct term for a penis that has not been circumcised. go ahead and block me, hitler. i'm not giving another penny to wikipedia because they allow people like yourself and jakew to censor people. now go to hell. Kingrivera",0
99d44a97c9065182,"There is so many anti-pedophile Conservatives on this board, it makes me go and puke. You people are sickened with hate against homosexuals, pedophiles, and anybody different than you. This article is infested with hate and neutral point of view does not exist.",1
50548,"That wouldn't work. Moldovan speakers in a dozen countries don't call their language Romanian, even if other citizens of the same countries call it that way. Also, Moldovan has a unique ISO code, which Valencian doesn't.",0
47fdf504304cc310,":* Thanks for your response. I would tend to agree at this point that a merge seems premature. Even if they are functionally close, why not have two articles? Having said that, the NPOV tag may also be premature because the dispute looks to be centred on the merge and not on the underlying content. Perhaps you could remove the tag?",0
43116,"""one should mention that """"Mann"""" is simply translated as man and is used in everyday language in Germany like man is used in everyday English and i think this should appear first on this page.

i find this article to be a very narrow interpretation/explanation by merely referring to Nazi-Germany.""",0
757b576c6154010d,"::Then I want to see it added to the main article, discussed on the main article, and in a state so that it won't be removed or greatly altered before any blankenting happens here.  Simple process. We need to give somebody something to link to if that is all we're doing.",0
1f9da05563dd73b1,"One possible reason that Carter's entry was overlooked may be because the list is in order by age rather than by presidency, as I, too, would expect. 
 ::",0
21246,"Tone?... 

An anonymous user has just added the WP:TONE template; although I agree that the article certainly needs improvement, I don't find any specific content that does not adhere to WP:TONE guidelines.",0
23222,He IS in Gay German Nazi Faggots. Please do not delete facts.,1
70030,"So If I delete that paragraph, will I save the page?",0
10283,"""TAB
(edit conflict) I agree 200% about the dangerous B and W nature of cats and infonboxes as I result I usually simply do not get involved with editing them etc. Despite this(!) I have just removed another one cat: """"Critics of Religions"""" or something similar. I've read several bios and I have seen no criticism of religions either specifically or generally that would justify this in a BLP article. But """"Religious Skeptic"""" is probably okay, don't you agree?   """,0
cfc54c1e3eb69e9a,"Cc Adi 8.38: 
 ‘Chaitanya-mangala’ shune yadi pashandi, yavana 
 seha maha-vaishnava haya tatakshana 
   
 If even a great atheist hears Shri Chaitanya-mangala, he immediately becomes a great devotee. 
   
 Cc Adi 8.40: 
 Vrindavana-dasa-pade koti namaskara 
 aiche grantha kari’ tenho tarila samsara 
   
 I offer millions of obeisances unto the lotus feet of Vrindavana dasa Thakura. No one else could write such a wonderful book for the deliverance of all fallen souls.",0
3d35f7b84a8733a1,"== Da Realist (Roc) == 

 Da Realist is one gay ass nigga Name Roc who spends his time on facebook trying to fuck niggas....he is a child molester an loves underage Boys... 

 He Lives in statesboro,ga 

 links to his page 

     * Log On With Caution* 

 http://www.facebook.com/profile.php?id=540150553#!/profile.php?id=100000598720561 

 for any gay dude that wanna talk to him get at him his number 912 618 3771 

 Hehe you my boi doe man LMAO srry",1
112737,fuck cocksucker titty marijuana nigger whore,1
140305,"March 2011 (UTC)

So if seinen aka ADULT ANIME (a demographic) is not defined by blood and boobs, then please educate me what you define seinen as. This should be good. Please take your time, I'm all ears mister smarty pants. Why don't you just do us all a favor and go edit a page about bears or something. A google search on shigurui lists it everywhere you can possibly fathom as seinen. You are the reason why everyone else finds wikipedia useless and annoying. 69.207.4.244  04:47, 25",0
123843,"""I also agree with arranging by arcs. I've pointed it out several times and been ignored  (well at least they included the arcs again- they DELETED that info completely before). Organising by the english DVDs is pure nonsense, people watching them are not the center of the world. The problem is they've spent considerable time in making SEPARATE ARTICLES (yes, you hear right) for each of their so-called dvd seasons (which are dvd releases actually so not even the naming is appropriate), and they're not willing to give up because that would render every dvd article useless. Bad editorial decisions have to be fixed regardless. I'm being censored constantly for telling truths in this discussion page, but i'll keep saying this in 1000 ways until it stops being censored. There is a conflict of interests if editors can censor the editing discussions. —Preceding unsigned comment added by 84.78.40.245   

""",0
c8e0311b9e2b5b29,Agreed. It is an attempt to bias the reader at the very outset.,0
130465,"Getting rid of time stamps  

STOP MAKING THIS CHANGE ON PLAYERS PROFILES! IT IS FINE AS IT IS AND DOES NOT NEED CHANGING. UNDOING YOUR POINTLESS EDITS IS VERY ANNOYING TO PEOPLE! YOU HAVE BEEN TOLD ABOUT THIS BY OTHER MEMBERS AS WELL. STOP IT OR FACING ACTION FROM WIKIPEDIA!!!",0
50069,"""

December 26 '07 changes

Certain additions were made on 26th December, which I'm afraid I have felt obliged to remove, for the following reasons:

1) In the section on the Sonnets, the insertion of the comment about Sonnet 86 is in my view unnecessary, as well as turning the paragraph into gibberish. In order to achieve a NPOV we have already removed two paragraphs on the apparent relevance of various other sonnets to the theory, and this one is far less appropriate than most of those which were deleted at that time. 

2) The graph showing the time spans of various authorship candidates is relevant to the article on the Shakespeare authorship question as a whole, but in my opinion adds little of value to this article, the thrust of which is to explain the reasons why Marlovians believe that Marlowe survived 1593 and made a major contribution to Shakespeare's works, and not why anyone else did not. 

3) The opening paragraph of the """"External Evidence"""" section up to """"Shakespeare's grave etc."""" was written as a counter to the argument of whole """"Marlowe's Death"""" section. To then add a counter to that is illogical, even if it had had something to do with external evidence, which it doesn't, and wasn't so obviously written by someone whose first language is not English.     

Peter Farey 193.237.254.37  

Hoffman Prize
Thanks for the kind words, but I think the information about my win is better placed in the notes, where I had in fact already somewhat cryptically referred to it, and without the (very welcome) comment, which looks a little strange given that most of the entry can be identified as mine! Peter Farey 193.237.254.37  """,0
58808,"Redirect
I redirected your user page to your talk page, because I think it seems appropriate.  Micoolio101",0
73fc112f121d3da5,"== Fame Monster position in the UK == 

 The Fame Monster charts with the Fame in the UK, so at the moment the table shows a Number 1 position for both albums. 

 But the problem is The Fame on its own has peaked at no 1, but it hasn't done since the release of The Fame Monster.  Since November, The Fame + The Fame Monster combined has only peaked at no 2.",0
82264,"Im just wandering why do people do wikipedia
like what do u enjoy about wikipediaing? just wandering",0
87295,david: what the heck?! i didnt even listen to that thing,0
4e3e86151073b12c,"== Please == 

 Pleae help me with my Lisa Kushell article i see you like to write articles and I am semi mentally challenged too so I think it would work out.",0
8c188dbbafe34f59,"== U R... == 

 gay like justin bieber except jb is good and u r bad like a honda cuz a honda is not very bad but u r not so ya u r stupid why did you transfrom my page i mean i made it so u had on rite to just tak it awywa u y r a bad prson and i will hunt down u and reat my shit adn you should find revolushon cuz god is always waching ur car and u so yeah stop sining u r a ashole k?",1
93254,"Not much here on Maps, location etc. 

Can a map of Jerusalem with the western wall be included? The description doesn't include where it is located. Is the Wall now part of another building, or can it be walked around?",0
144105,"You are a fucking cunt and a half. I hope your mother's vagina is raped with a chainsaw, you shit-eating pedophile.",1
68512,hello Karl my name is Manaia but you can call Mene,0
88173,"""

 you're so fucking ugly 

are you walter's bitch? he's another fat ugly loser prick on this site. I can't believe how retarded you look faggot. guess what? I found out where you live. go ahead and block this ip. I won't be on it anymore. anyone in the future who uses it won't be me. you are wrong and can't handle the truth. you go around undoing good work but never contributing good work. just bad reverts and edits. I've followed a lot of your edits and errors and see that you're so inconsistent and incorrect. no one will call you out cus you're a dick sucker and an ass licker on here. you think you're all that but you're dirt which is why you have to compensate with being a bully on here! you're not consistent or logical. I've found dozens of articles that have listings of people from shows to parades to other activities and events considered """"significant"""". you go around following articles some editors contribute on and put notices at the top and remove their work, even after it's been there for years all cus you're a sore pussy loser with no dick. you suck off other men to make yourself feel better about how much of a loser you are. you think you're important going and undoing work. I have a zillion ips and i'm an admin. I could take you down but i'll do that off this site. you're gonna wish you never fucked with me and my crew on here. you're a meaningless worthless dick head. you are a piece of shit. fuck off and die, I won't read your stupid notices or replies. fuck off, I could care less. I won't be at this location anymore. matter of fact, the location that shows up on ip search is just a """"bounce off"""" location to throw people like you off. not even in the city or state but it is """"registered"""" there. haha, joke is on you hong kong ding dong! i'm already using other ips to edit articles you don't watch or track dip shit! good luck, I could care less about the articles I've worked on and you undid cus you have no life. p.s. do what's best for Wikipedia like you claim to do, not get jealous and mad so in an effort to get revenge you go and undo work out of spite. shit has already been confirmed so you can either do the work or stop undoing edits and acting like a know-it-all asshole! you're unproductive and annoying. you're a psycho with serious mental issues and need to be put away! you don't have to like the content, doesn't give you a right to undo it cus just cus you're a prick and delete-ist! ever heard of a talk page for dispute resolution and consensus? think that rules doesn't apply to you kiss ass? want me to end your wanna-be career on here? go away and stop your bullshit or else! and yeah, that's a threat. so block this ip for awhile. won't affect me one bit white trash weird al looking nigger! and who cares if someone WAS a fan or not. 90% of people who edit an article are """"fans"""" or experts about the topic. grow up and go jerk yourself off, rub the cum in your long curly gross greasy looking hair and call it a life! do you own a gun? use it on your face! lmfao""",1
67253,YOU ARE A F-ING DOOSH BAG/COK SUCKER/DICK FACE/HOMO/ASSWIPE/SUCK MY BALLS+DICK,1
238,u r a tw@ fuck off u gay boy.U r smelly.Fuck ur mum poopie,1
13cca8936121a43a,"==Category:User cdo-N== 

 :Category:User cdo-N, which you created, has been nominated for possible deletion, merging, or renaming. If you would like to participate in the discussion, you are invited to add your comments at the category's entry on the Categories for discussion page. Thank you.",0
133571,"warning: stop vandalism talk pages, you are a nobody, respect other people's freedom of speech!",0
139484,editors are gay they should all go fuck themselves,1
32889,"sabu is a violent piece of crap 

dis guy is so violent.he hits people with steel chairs,triple jump moonsaults ppl thru tables.he coud put som1 thru a burning table which could kill them.he was taughtby his uncle,and he is from bombay,india.
user:dark-hooded smoker",1
15290,"""

Dandelion (art)
I've added the """""""" template to the article Dandelion (art), suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but I don't believe it satisfies Wikipedia's criteria for inclusion, and I've explained why in the deletion notice (see also Wikipedia:What Wikipedia is not and Wikipedia:Importance). Please either work to improve the article if the topic is worthy of inclusion in Wikipedia, or, if you disagree, discuss the issues raised at Talk:Dandelion (art). If you remove the  template, the article will not be deleted, but note that it may still be sent to Wikipedia:Articles for deletion, where it may be deleted if consensus to delete is reached.  """,0
3a48d18129ac75c0,:I fully agree with the policy. POV edits & unverified material needs to be removed. I might add another very important principle - Assume Good Faith! Wikipedia is NOT a battlefield. ;-),0
121740,"Let's keep the mid-paragraph links to pages related to the general subject at hand. If the article is about pigments, the electromagnetic spectrum, or the photoreceptors of the eye then we can link to the page about the color blue-gray, but otherwise it's unlikely to be of interest to those reading the article.",0
123875,"HOW MANY PALESTINIAN CHILDREN HAVE YOU SLAUGHTERED TODAY, YOU HOOKNOSE DEVIL??",1
134140,"""
Repeatedly stating Peiser """"claims"""" this, """"admits"""" that, whereas using terms which implicitly agree in relation to Oreskes (she """"showed"""", """"demonstrated"""", etc...) doesn't correspond with your stated goals above.  Also, you keep deleting the heart of Peiser's rebuttal statement (which is that a steady stream of new research papers rebuts Oreskes claim of consensus), while loading it up with """"Coat Rack"""" language such as Peisers statement on AGW.  This isn't a global warming article; the issue here is Peiser's view on the state of consensus, or lack thereof in the scientific community, not the actual causes of warming.""",0
114372,"I'm a dear friend of ambassador Domecq, all your messages will be sent to the embassy. CODE NAME: AMOR, Greetings to my friends residing in the Philippines. *",0
107072,wekepedia is full of racist pigs who delete all work done by other races unless we print what racist pigs want to hear.,1
