,comment_text,threat
76561,"Totally irrelevant, ego-driven drivel 

And, for the record, NO, this is not a personal attack, just an observation on the total pointlessness of this entry...

Maybe we should all put our CV's on Wikipedia, but I thought that Wiki was attempting to become a credible medium of encyclopeadic information on the Internet, not for self-publicity seeking ego merchants to paste up their life story and that of their woefully un-spectacular personal and family histories.

This entire entry is no more suitable for a page than my life's contribution to the study of Ethiopian-styles of ballroom dancing. It belongs on a Wiki personal page and no more.

Considering that my family tree can be traced to before the Norman invasion of England and I hold an hereditary title (which was once owned by Elizabeth I and Francis Bacon) maybe I could start posting up my little life story and my g-g-g-g-g-g-g-g-g-g-g-g-g-g-uncles and g-g-g-g-g-g-g-g-g-g-g-g-g-grand-daddies and which castles they built, etc. (yawn)  But there again, I am not a vain, egotistical numpty who wants to use Wikipedia as an online CV service - I do wonder if the crypto-consultancy industry needs a few heads at the moment... Hmmmmmmmmmm.

(I only mention dear old Lizzie the First and Nick Bacon as they have actually been heard of by most people)... not becuase I wish to pump up my ego.  In fact, the title was grabbed by Liz after the Reformation, so it wasn't all that good news for us, after all... and certainly not something to be gloating about.

There are loads of unsubstantiated claims in this article, including stats about website hits compared to the CIA... oh yeah, come off it!! -D

I think the German Wikipedians have got it about right...  does not warrant inclusion.

Meanwhile, I'll carry on editing the 2-3 topics that I do know about (Templar History, aviation, and erm... maybe a bit of medieval history too) and I won't try to be all things to all people in offering my omnipotent edits on a variety of subjects that I only know a very little, unlike some of the people on here.  Maybe it's just an attempt to get edit counts ever higher to make oneself look incredibly intelligent and important. And then get supported by all our colleagues from work and our own self-created crypto-society members, etc. to come to our defence when we need them.

P.S. By the way, my mother's Scottish line is distantly related to Alan Bean, your esteemed astronaut who was the fourth man on the moon, but I don't hold it against him. A good chap.  -)

Now, just where did I put that can of anti-ego spray?",0
3f0759611c330bfc,""" 
 == File:Eciroboticscrest.jpg listed for deletion == 
 A file that you uploaded or altered, File:Eciroboticscrest.jpg, has been listed at Wikipedia:Files for deletion. Please see the discussion to see why it has been listed (you may have to search for the title of the image to find its entry). Feel free to add your opinion on the matter below the nomination. Thank you.    """,0
4888,"""
 Ain't bothering me, I'm not required to sign my posts/edit. I didn't specifically threaten anyone and your blowing it out of control. It was a snide comment. If I said """"I'm going to kill him in a fire"""" thats different; saying """"I'm going to church to pray that he gets cancer or dies in a fire"""" is more of a sarchastic tone. Pity you can't see that. No matter. Bump it up to 2 weeks now, just cause you can. """,1
5b399e26d1370506,"yo bitch, shut up. this be MAH turf. vandalize again, and we break yo' FUCKING legs. Thank j00.",1
60534,"You... 

You are attacking me again, beacuse I am . Do you remember me, fucking man? Now, I see that you want destroy my work again. This time, you will die, fucking Ryulong.",1
63190,"=why are you being so rude? i only want to help you motherfuckers. fuck! retards! you're such retards! i hope you all die! seriously, die!!!",1
43df836d4051a1c9,"Stop hating what you don't like. Also, I did not  read anything into Midgley's  post that suggested he was saying anything that could be considered  angry soapboxing . Think he was just giving his view – which now having read this mush he may wish he haven’t bothered. It he chooses not to reply, I do not  blame  him from not wanting to get involved in this maelstrom.",0
1351be6d1c3b00bf,"== Oh, I'm sorry then == 

 Oh, I'm sorry, then. I see you're point. Akuba Ketsueki",0
40874,"Epic Fail 

I am FREAKING SERIOUS!!!

I CANNOT be blocked.

You Failed AGAIN!!!

Goodbye.68.79.167.11",0
86427,"I am going to shove a pineapple up your ass 

You'll fucking need major surgery to pull that shit out!",1
7dda5b52d285de03,":::::Bob, if you want to call this consensus, fine. For the record, I'm with the lieutenant, and I hope you know that I reverted in part because you didn't seem to know what you were doing, replacing the text for the caption with the size (in pixels) of the image.",0
115860,"Gross 

If some bitch ever came on me I would throw her gross ass out on the pavement",1
1561,"""==:Bluffview Montessori School==
A tag has been placed on Bluffview Montessori School, requesting that it be speedily deleted from Wikipedia. This has been done under the criteria for speedy deletion, because the article seems to be blatant advertising which only promotes a company, product, group or service and which would need to be fundamentally rewritten in order to become an encyclopedia article. Please read the general criteria for speedy deletion, particularly item 11, as well as the guidelines on spam. 

If you can indicate why the subject of this article is not blatant advertising, you may contest the tagging. To do this, please add  on the top of the page and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would help make it encyclopedic, as well as adding any citations from reliable sources to ensure that the article will be verifiable. Feel free to leave a note on my talk page if you have any questions about this. talk¢Review! """,0
7698cf9021b9b08b,"== 亚洲雄风 == 

 wasn't the official theme song of the 1990 Asian Games, which was actually 《燃烧吧，火炬》. It's infinitely popular than the latter though.",0
116572,You're all fags for trying to delete this article. Go kill yourselves instead89.123.100.99  God Al-fucking-mighty,1
39ca5b354d24945a,"Bảng mạch chính là một bản mạch đóng vai trò là trung gian giao tiếp giữa các thiết bị với nhau. Một cách tổng quát, nó là mạch điện chính của một hệ thống hay thiết bị điện tử.",1
72191,"So, after you, if I got it right, NATO is vandalising and putting Romania in a wrong place.",0
115697,"Nazi Bastard 

 I will hang your corpse from a tree.",1
57186,"It honestly seems like Christgau is simply trolling Radiohead material, and various other Alternative Rock musicians too. He is constantly giving out 1 star ratings, and his reviews are, to be honest, very amateurish. I highly suggest removing his reviews from not just this article, but all Wikipedia articles. Unless wikipedia considers any person on the Internet as a viable source.",0
30566,"""

""""I think we should kill all the jews and homosexuals and handicaped people."""", (said Adolf Hitler).""",1
8743,"let's report the truth, please
I just corrected the fact that the police endorsed Dan Hynes, who lost to Obama, then changed their endorsement.  Let's tell the truth.",0
93932,keep this shit up one day something bad will happen to you. yes this is a threat,1
91213,">>
 I have just edited a message into the page about Ron Healey...
Paddy Oates, Canberra. ACT, Auz
<<",0
33224,"""

Hi
HI Julian, knock knock. Can you let the bald guy in. I'm refraining from joining in at the village pump but can I just say that the idea of the bot creating a few articles automatically is so many editors such as myself can no longer spend all our time creating articles on geo stubs and trying to address the huge bias on here, but can focus on quality, on building up stubs to start class articles. I dedicate a lot of time to wikipedia and creating new articles but if I could soley spend my editing time on here writing the articles things would be looking a lot better.  $1,000,000?  """,0
a8aadf623d579d35,"==Bay of Pigs== 
 Hi, Yobot has amended the About template at Bay of Pigs. IMHO it looks less tidy than before, and the 'geographical' statement is surely now in the wrong place. I have previously reversed a similar unsightly integration of two About templates. Please consider reversing this latest, MTIA.",0
28670,Taking this outside:  See new section...,0
127410,"Contd 

scoundrel the block on padmalskhmi was expired on april 26 2011

so after the block expired i ahve did considerable contribution without vandalism

so i started a discussion with an open mind on ur talk page

and u again abuse me

if u have guts talk to me openly - u delete my discussion and abuse innocent users

you are the real fraud here

u have abused me when i was not at fault - instead if replying to my message

u took my curse you and your family are going to soon die in a car crash
(61.2.73.191  ).",1
27573,"I notice that you everything you work on is related to Persians and other groups problems with those issues

May I ask you how you are an expert on such topics as scholars from the Middle East and their biographies or the Persian Gulf, and Kurds?  

 Oh, ya I also cited your statments about the fact that you wanted to cite that certain Muslim clerics have okayed sex with animals and children. How do you justify this statement and thought and even treat it like it could be true? 

IN reply to you this is what I observe, alongside others....
These are your direct quotes on the Khoemini discussion page ;

I had seen some literature out there suggesting that Khomenini approved of sex with children and animals. Now someone has added some of these claims into this article. I'm not going to take them out, but the article is going to receive a dispute tag until these information are verified. AucamanTalk 

Here is a direct quote from you to user:Pecher;
I've added some stuff about Khomeini's views on non-Muslims, but people might try to take them out. Could you keep an eye on that article as well? AucamanTalk 
This is verified on user:Pecher's talk page.

What is all the interest you and Pecher have on Khoeimini and other Iranian clerics. Also your articles on Ahmadenajid all show a disturbing trend that you are trying to paint some sort of picture. It is like connect the dots. 

Here are a list of articles you have worked on;

 Human rights abuses by the Iraqi insurgency
 Mahmoud Ahmadinejad and Israel
 Controversies surrounding Mahmoud Ahmadinejad
 International reactions to the Jyllands-Posten Muhammad cartoons controversy
 Opinions on the Jyllands-Posten Muhammad cartoons controversy
 Greater Middle East
 Turkish Kurdistan
    
    

Major contributions

These are the pages you have made major edits to (or am working on right now):
 People of Turkey
 Kurdish people
 Turkish people
 Mahmoud Ahmadinejad
 Ayatollah Khomeini
 Ayatollah Khamenei
 Middle East

Wow human rights abuses in the Iraqi insurgency! Very odd and specific topic! Ahmadinejad and Israel! The Mohammed cartoons. All your edits really benefit in making Israel look good compared to the rest of the Middle East. Answer me this are you an Israeli citizen too? I think you are on an agenda. All your edits against Iranians (from Kurds to Persians,etc.) since Iran is seen as the biggest threat to Israel and all your other edits in the Arab fields. Also trying being a force in tension between Arab and Iranian and Turkish editors. All at the benefit of Israel.",0
548dff67b3e36839,"::You don't say. Thats what the log shows, now I get it it. Stupid me. — Of course you're not a vandal, but TonyTheTiger's question at AN was if your edit was vandalism, not an accusation of you as a vandal, or did he? Different things, in my opinion. —'",0
144774,I will kill you with my gun asshole!,1
10959,"Please wait until the bid books are submitted to find out.   (talk),",0
105399,thanks for editing. =],0
139822,"hello 

I would like to draw your attention to the fact you are a worthless tosser who has no life and would be better of dead with maggots infesting your cranial cavity. Would be the first time anything living would be in there.",1
132521,"Then you're just as stupid as the blithering retard currently sitting upon the stolen Presidency, you bag of dogshit. I hope you get hit by a drunk driver.",1
15134,"""Dude, just listen to yourself.  Do you really have nothing better to do than chastise Catholics for not calling ourselves """"Roman"""" as you think we should?  You have too much time on your hands, and too little brains in your head.  Seriously, get it together.  It's not my fault if Protestants are generally ignorant about their Catholic brethren.  

""",0
69071,"deleted 

I added a delete temple to the article without realising that it was already deleted by another user. It is sometimes hard to tell when I use Twinkle! (Anti-Vandal Tool)",0
20207,"You do not deserve to be alive 

Look over your shoulder from now on",1
11113,"Comments by you and another editor on my views and suitability are also unwelcome, focus on content please and",0
be2567e99624e871,"== Barack Obama... == 

 WILL KILL US ALL!!!!",1
85694,YOU WILL DIE IN 7 DAYS.,1
79335,"{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!{{unblock}}LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON, NIGGAZ, 420 MOONSHINE, FUCK!LIFETIME BAN LIFETIME BAN I WANTA FUCKIN LIFETIME BAN!!! BAIL OUT, BEAVIS AND BUTTHEAD, JESSICA SIMPSON",1
